User_U,User_V,Utility,Social
13,56,0.8116,0.5997
56,13,0.9958,0.1459
13,59,0.9855,0.9313
59,13,0.8672,0.078
13,65,0.4632,0.181
65,13,0.5714,0.7393
13,67,0.8192,0.9006
67,13,0.9667,0.8791
13,82,0.1691,0.6288
82,13,0.352,0.1901
13,98,0.9179,0.4683
98,13,0.279,0.3222
13,109,0.4699,0.8888
109,13,0.7706,0.8009
13,118,0.5195,0.4615
118,13,0.9809,0.0409
13,119,0.3374,0.7645
119,13,0.6641,0.141
13,148,0.3076,0.3236
148,13,0.5907,0.1458
13,172,0.0575,0.3028
172,13,0.0835,0.9631
13,188,0.8034,0.7043
188,13,0.1253,0.699
13,199,0.5003,0.7899
199,13,0.4962,0.7075
13,211,0.4936,0.0577
211,13,0.1472,0.7548
13,223,0.0028,0.9415
223,13,0.4914,0.4941
13,236,0.1226,0.6575
236,13,0.9367,0.5183
13,238,0.5414,0.6141
238,13,0.198,0.8858
13,239,0.2594,0.8902
239,13,0.6238,0.8579
13,252,0.0036,0.6991
252,13,0.8715,0.486
13,261,0.3692,0.1123
261,13,0.1655,0.8595
13,265,0.3796,0.787
265,13,0.7483,0.87
13,271,0.2597,0.7462
271,13,0.255,0.7433
13,277,0.6825,0.8603
277,13,0.6149,0.4925
13,304,0.0945,0.8326
304,13,0.0585,0.3059
13,313,0.955,0.4469
313,13,0.4513,0.4421
13,325,0.7553,0.8204
325,13,0.7943,0.619
13,332,0.4179,0.7718
332,13,0.3771,0.0264
13,342,0.5416,0.0261
342,13,0.2279,0.1916
14,20,0.1548,0.4069
20,14,0.3193,0.0486
14,28,0.6425,0.9982
28,14,0.4449,0.5659
14,41,0.258,0.5866
41,14,0.7685,0.4448
14,115,0.9367,0.1685
115,14,0.1534,0.5708
14,116,0.7325,0.038
116,14,0.944,0.4897
14,144,0.2448,0.3906
144,14,0.7833,0.2882
14,149,0.9267,0.8691
149,14,0.8842,0.5925
14,151,0.5675,0.7673
151,14,0.1067,0.6832
14,214,0.2341,0.4009
214,14,0.2296,0.0212
14,226,0.226,0.8583
226,14,0.908,0.2177
14,310,0.6405,0.2235
310,14,0.6426,0.4378
14,312,0.3706,0.1229
312,14,0.7959,0.1696
14,326,0.0315,0.3832
326,14,0.9349,0.4425
14,343,0.9346,0.4667
343,14,0.5195,0.7846
16,29,0.4335,0.0262
29,16,0.8374,0.6607
16,82,0.5432,0.0618
82,16,0.2647,0.8437
16,118,0.7505,0.7036
118,16,0.0095,0.0737
16,172,0.8328,0.928
172,16,0.7383,0.5394
16,261,0.9995,0.1662
261,16,0.5816,0.4343
16,329,0.5178,0.9016
329,16,0.8781,0.8714
16,331,0.7875,0.7653
331,16,0.1803,0.6906
16,332,0.7931,0.1746
332,16,0.6224,0.2975
17,19,0.9806,0.6587
19,17,0.5089,0.9446
17,41,0.0056,0.0949
41,17,0.1352,0.4235
17,111,0.3285,0.8603
111,17,0.5095,0.8571
17,115,0.2942,0.3339
115,17,0.0965,0.4569
17,116,0.5148,0.2037
116,17,0.4798,0.5746
17,137,0.8163,0.6944
137,17,0.9193,0.6173
17,140,0.7384,0.2669
140,17,0.1831,0.8298
17,144,0.1485,0.2258
144,17,0.0366,0.7788
17,214,0.3938,0.5435
214,17,0.6895,0.3073
17,310,0.2982,0.3555
310,17,0.9311,0.9686
17,312,0.9546,0.1911
312,17,0.937,0.7114
17,326,0.98,0.5198
326,17,0.8866,0.6577
19,41,0.7839,0.7161
41,19,0.9483,0.1407
19,89,0.0389,0.5149
89,19,0.6042,0.1991
19,112,0.2021,0.049
112,19,0.2006,0.0035
19,115,0.5936,0.1372
115,19,0.2345,0.2671
19,138,0.9598,0.0045
138,19,0.2274,0.7016
19,174,0.071,0.188
174,19,0.8896,0.553
19,175,0.0714,0.8644
175,19,0.2301,0.4051
19,214,0.5721,0.2216
214,19,0.7469,0.7268
19,227,0.4488,0.6006
227,19,0.9322,0.654
19,289,0.769,0.9768
289,19,0.5126,0.2436
19,293,0.1517,0.794
293,19,0.4011,0.6607
19,312,0.2142,0.6797
312,19,0.2167,0.1798
19,319,0.1256,0.8862
319,19,0.704,0.3295
19,343,0.2428,0.7682
343,19,0.8547,0.9566
20,41,0.8552,0.9851
41,20,0.5933,0.9192
20,44,0.6916,0.9659
44,20,0.8627,0.6228
20,111,0.5856,0.4328
111,20,0.0531,0.3664
20,115,0.6031,0.0829
115,20,0.4974,0.3422
20,149,0.9402,0.6821
149,20,0.0068,0.2473
20,162,0.875,0.8989
162,20,0.4467,0.4397
20,214,0.019,0.4901
214,20,0.7043,0.2047
20,226,0.3367,0.1853
226,20,0.6072,0.3107
20,312,0.6994,0.1978
312,20,0.2192,0.9139
20,326,0.881,0.0422
326,20,0.3527,0.5496
20,333,0.6611,0.2578
333,20,0.2713,0.2477
20,343,0.6341,0.9664
343,20,0.4122,0.0335
21,25,0.819,0.449
25,21,0.8869,0.1206
21,26,0.8322,0.8156
26,21,0.3273,0.833
21,31,0.8441,0.0228
31,21,0.3776,0.2953
21,39,0.7906,0.8382
39,21,0.8906,0.2938
21,40,0.9609,0.5744
40,21,0.3925,0.9017
21,55,0.4352,0.7665
55,21,0.5501,0.4432
21,56,0.5395,0.5089
56,21,0.5116,0.2527
21,66,0.7375,0.4637
66,21,0.6977,0.6906
21,67,0.3763,0.302
67,21,0.2965,0.4007
21,88,0.1768,0.3553
88,21,0.6581,0.4317
21,98,0.4905,0.7085
98,21,0.4384,0.7791
21,104,0.1724,0.9815
104,21,0.866,0.3734
21,105,0.1234,0.097
105,21,0.6725,0.1349
21,108,0.8417,0.1804
108,21,0.5747,0.5757
21,109,0.6283,0.2863
109,21,0.5927,0.4366
21,119,0.2962,0.3411
119,21,0.1356,0.0031
21,121,0.1436,0.0774
121,21,0.0968,0.2041
21,122,0.7899,0.2858
122,21,0.0571,0.4662
21,123,0.853,0.5209
123,21,0.164,0.7198
21,127,0.5228,0.4558
127,21,0.5514,0.3068
21,134,0.1355,0.98
134,21,0.3121,0.3451
21,136,0.9289,0.1698
136,21,0.0353,0.3439
21,142,0.9163,0.1963
142,21,0.8858,0.7133
21,159,0.3729,0.3588
159,21,0.7513,0.4022
21,161,0.8517,0.1498
161,21,0.138,0.1309
21,165,0.7459,0.9875
165,21,0.7488,0.2312
21,169,0.6071,0.883
169,21,0.5325,0.6137
21,170,0.6262,0.0085
170,21,0.4818,0.0013
21,184,0.6061,0.4589
184,21,0.4219,0.8667
21,186,0.8387,0.8816
186,21,0.5412,0.5009
21,188,0.481,0.4017
188,21,0.0339,0.4504
21,197,0.9974,0.0808
197,21,0.5259,0.3807
21,200,0.4021,0.9856
200,21,0.6164,0.344
21,203,0.3464,0.2277
203,21,0.6465,0.6043
21,212,0.4386,0.0529
212,21,0.1622,0.9817
21,223,0.1279,0.3935
223,21,0.8764,0.7489
21,232,0.6155,0.4538
232,21,0.6607,0.3575
21,235,0.0346,0.315
235,21,0.3557,0.4892
21,236,0.2375,0.8933
236,21,0.3202,0.991
21,239,0.5818,0.1235
239,21,0.5441,0.3123
21,248,0.1154,0.4646
248,21,0.0434,0.5157
21,251,0.0541,0.4816
251,21,0.1949,0.2102
21,252,0.9769,0.9913
252,21,0.1504,0.5387
21,271,0.8943,0.745
271,21,0.5664,0.3083
21,272,0.7953,0.1253
272,21,0.1906,0.0679
21,274,0.9738,0.7682
274,21,0.6518,0.4173
21,277,0.4805,0.8827
277,21,0.9597,0.9974
21,280,0.8133,0.454
280,21,0.3413,0.2892
21,281,0.3418,0.0825
281,21,0.7123,0.5954
21,284,0.1491,0.0728
284,21,0.2271,0.7074
21,297,0.3508,0.7229
297,21,0.5977,0.8422
21,304,0.262,0.0879
304,21,0.0924,0.0426
21,308,0.793,0.1341
308,21,0.9767,0.8704
21,313,0.7506,0.005
313,21,0.6745,0.7076
21,315,0.9435,0.4547
315,21,0.6591,0.4627
21,322,0.7398,0.5855
322,21,0.1881,0.288
21,323,0.6759,0.8875
323,21,0.1225,0.3151
21,325,0.4817,0.9284
325,21,0.081,0.8274
21,332,0.8247,0.439
332,21,0.9679,0.9483
21,334,0.4726,0.7987
334,21,0.9885,0.9225
21,342,0.8166,0.6995
342,21,0.1515,0.1918
21,345,0.7312,0.0592
345,21,0.7314,0.517
22,87,0.3318,0.3094
87,22,0.9773,0.1958
22,158,0.6977,0.3273
158,22,0.4232,0.2023
22,168,0.9789,0.3744
168,22,0.0285,0.7788
22,185,0.618,0.2498
185,22,0.8206,0.6413
22,277,0.1969,0.9914
277,22,0.8608,0.8611
22,308,0.8785,0.0176
308,22,0.6815,0.5411
22,324,0.8764,0.2844
324,22,0.2177,0.7573
22,339,0.3693,0.5933
339,22,0.0344,0.8906
22,347,0.9459,0.9184
347,22,0.3287,0.6721
23,51,0.7735,0.8569
51,23,0.9284,0.6214
23,61,0.8563,0.2895
61,23,0.8141,0.8685
23,83,0.6533,0.2322
83,23,0.8279,0.4312
23,99,0.3375,0.24
99,23,0.8321,0.7538
23,116,0.7247,0.673
116,23,0.2916,0.0372
23,124,0.5661,0.8933
124,23,0.0347,0.4714
23,144,0.6939,0.5241
144,23,0.4073,0.5436
23,155,0.7598,0.9815
155,23,0.1243,0.0032
23,175,0.0024,0.1035
175,23,0.0353,0.4078
23,190,0.9881,0.6955
190,23,0.2455,0.9469
23,227,0.7773,0.8402
227,23,0.9615,0.2915
23,230,0.9843,0.0671
230,23,0.8794,0.1966
23,237,0.815,0.3351
237,23,0.5031,0.8205
23,240,0.7806,0.5208
240,23,0.6574,0.3615
23,245,0.2964,0.6417
245,23,0.9185,0.0458
23,267,0.7405,0.6988
267,23,0.4829,0.7559
24,53,0.6934,0.2418
53,24,0.1405,0.6654
24,57,0.0473,0.9686
57,24,0.1214,0.1678
24,80,0.0318,0.9371
80,24,0.8804,0.4442
24,92,0.4155,0.403
92,24,0.9269,0.2325
24,94,0.0248,0.1935
94,24,0.8501,0.0145
24,101,0.6513,0.627
101,24,0.5511,0.3715
24,180,0.8573,0.8926
180,24,0.7644,0.0612
24,187,0.6438,0.8298
187,24,0.5665,0.5723
24,194,0.0743,0.3366
194,24,0.0442,0.8715
24,242,0.7152,0.4221
242,24,0.8646,0.3533
24,249,0.7164,0.6438
249,24,0.6361,0.8207
24,266,0.1336,0.934
266,24,0.1618,0.0213
24,299,0.2286,0.5076
299,24,0.0625,0.602
24,302,0.0316,0.7499
302,24,0.8582,0.9377
24,346,0.4924,0.094
346,24,0.8584,0.2995
25,26,0.8798,0.4812
26,25,0.3376,0.1954
25,31,0.9538,0.8163
31,25,0.6277,0.711
25,39,0.4488,0.3044
39,25,0.9483,0.3978
25,40,0.8766,0.2216
40,25,0.1782,0.0956
25,51,0.0262,0.1691
51,25,0.11,0.8518
25,56,0.9207,0.0632
56,25,0.0974,0.996
25,65,0.6882,0.6685
65,25,0.1829,0.3994
25,67,0.4994,0.3788
67,25,0.8949,0.6968
25,69,0.8018,0.5471
69,25,0.0531,0.4325
25,72,0.9959,0.5115
72,25,0.9729,0.4744
25,73,0.2284,0.8623
73,25,0.287,0.9516
25,76,0.093,0.7448
76,25,0.3738,0.8997
25,79,0.9335,0.4791
79,25,0.7116,0.9113
25,83,0.2233,0.3307
83,25,0.3727,0.0797
25,84,0.2884,0.627
84,25,0.313,0.7816
25,88,0.8263,0.195
88,25,0.5022,0.6452
25,94,0.5016,0.805
94,25,0.2837,0.2438
25,98,0.1491,0.7523
98,25,0.079,0.54
25,103,0.4221,0.7855
103,25,0.5721,0.5373
25,104,0.2702,0.6116
104,25,0.2625,0.8734
25,105,0.6391,0.368
105,25,0.7466,0.7106
25,113,0.1222,0.0317
113,25,0.1635,0.6548
25,119,0.2238,0.5928
119,25,0.9846,0.8081
25,122,0.0283,0.2233
122,25,0.7222,0.7079
25,130,0.469,0.0821
130,25,0.7712,0.8935
25,141,0.9872,0.0285
141,25,0.2215,0.0143
25,148,0.8955,0.3535
148,25,0.1037,0.3836
25,158,0.5145,0.8088
158,25,0.7921,0.6503
25,169,0.8637,0.6163
169,25,0.5716,0.6395
25,170,0.8078,0.0814
170,25,0.0857,0.9468
25,176,0.1388,0.2377
176,25,0.7628,0.6857
25,185,0.7987,0.1938
185,25,0.7388,0.225
25,186,0.8318,0.164
186,25,0.2902,0.3404
25,188,0.7556,0.9328
188,25,0.2639,0.169
25,199,0.3268,0.7433
199,25,0.0388,0.6547
25,200,0.5448,0.1144
200,25,0.745,0.7835
25,203,0.9524,0.5953
203,25,0.9925,0.3526
25,221,0.758,0.2535
221,25,0.8904,0.2732
25,224,0.0617,0.925
224,25,0.2292,0.9433
25,231,0.4636,0.1693
231,25,0.8839,0.7959
25,232,0.6517,0.4978
232,25,0.3239,0.469
25,236,0.831,0.7818
236,25,0.2463,0.0166
25,237,0.6591,0.4223
237,25,0.4325,0.9248
25,239,0.8874,0.5855
239,25,0.7635,0.1608
25,246,0.9323,0.1482
246,25,0.3695,0.7592
25,252,0.8405,0.3366
252,25,0.0565,0.4392
25,257,0.676,0.934
257,25,0.2508,0.6919
25,270,0.6409,0.0528
270,25,0.9413,0.3736
25,271,0.0609,0.9992
271,25,0.3796,0.1859
25,272,0.6301,0.3163
272,25,0.7573,0.0223
25,276,0.1644,0.8008
276,25,0.7991,0.0386
25,277,0.6907,0.8475
277,25,0.2821,0.4804
25,280,0.5882,0.1647
280,25,0.7785,0.6247
25,283,0.3862,0.9593
283,25,0.806,0.4941
25,285,0.0689,0.0012
285,25,0.4108,0.5411
25,288,0.8273,0.893
288,25,0.1827,0.6709
25,290,0.6617,0.8041
290,25,0.7147,0.4053
25,291,0.8075,0.5964
291,25,0.9195,0.9876
25,297,0.371,0.6279
297,25,0.4814,0.6669
25,322,0.2727,0.159
322,25,0.1321,0.2317
25,323,0.5377,0.7165
323,25,0.1642,0.9228
25,325,0.7948,0.0423
325,25,0.0255,0.0702
25,331,0.592,0.8604
331,25,0.4904,0.9243
25,332,0.1767,0.4481
332,25,0.3903,0.2638
25,336,0.0683,0.7858
336,25,0.0713,0.7367
26,40,0.9536,0.9015
40,26,0.1343,0.9833
26,55,0.3045,0.8417
55,26,0.5971,0.7642
26,56,0.9385,0.4222
56,26,0.2831,0.0495
26,62,0.1726,0.5495
62,26,0.1201,0.5488
26,66,0.4235,0.6139
66,26,0.3408,0.3925
26,67,0.0891,0.6824
67,26,0.9988,0.8612
26,69,0.4381,0.2247
69,26,0.0831,0.9588
26,72,0.5175,0.2643
72,26,0.3888,0.0965
26,79,0.3633,0.3663
79,26,0.8942,0.117
26,98,0.6925,0.7761
98,26,0.0635,0.3265
26,104,0.5006,0.2943
104,26,0.8303,0.8348
26,109,0.7624,0.8461
109,26,0.3542,0.0752
26,113,0.9037,0.2054
113,26,0.4892,0.201
26,118,0.067,0.7252
118,26,0.548,0.8712
26,119,0.7933,0.2085
119,26,0.5558,0.2449
26,122,0.0866,0.3167
122,26,0.3826,0.6262
26,123,0.1837,0.4165
123,26,0.8179,0.7065
26,128,0.8971,0.7695
128,26,0.6131,0.9384
26,133,0.4112,0.3409
133,26,0.1927,0.0541
26,134,0.9719,0.8032
134,26,0.9918,0.815
26,141,0.5658,0.3059
141,26,0.2108,0.8796
26,142,0.1224,0.2584
142,26,0.9172,0.707
26,158,0.677,0.7887
158,26,0.0767,0.7006
26,161,0.3376,0.1214
161,26,0.6563,0.4992
26,169,0.614,0.5296
169,26,0.8461,0.6868
26,170,0.0704,0.7059
170,26,0.7701,0.9501
26,172,0.0695,0.9069
172,26,0.2484,0.1587
26,176,0.6166,0.318
176,26,0.7601,0.0143
26,185,0.4463,0.6165
185,26,0.9817,0.5676
26,186,0.405,0.0118
186,26,0.1435,0.684
26,188,0.0624,0.4368
188,26,0.062,0.7624
26,199,0.4122,0.392
199,26,0.949,0.6913
26,200,0.4862,0.6741
200,26,0.2427,0.9188
26,203,0.9155,0.8132
203,26,0.4935,0.5614
26,212,0.1644,0.2663
212,26,0.9722,0.6747
26,223,0.3064,0.7111
223,26,0.5401,0.5905
26,224,0.1455,0.5701
224,26,0.8686,0.8692
26,232,0.63,0.0328
232,26,0.6814,0.624
26,236,0.0045,0.0446
236,26,0.1665,0.4642
26,239,0.626,0.262
239,26,0.3492,0.2496
26,248,0.3385,0.2252
248,26,0.1718,0.5383
26,252,0.7402,0.0224
252,26,0.6133,0.2892
26,257,0.5783,0.3137
257,26,0.5909,0.6573
26,265,0.4751,0.237
265,26,0.6834,0.3637
26,271,0.0655,0.9184
271,26,0.4824,0.8595
26,276,0.7561,0.2107
276,26,0.2373,0.8718
26,277,0.1128,0.7961
277,26,0.4963,0.102
26,280,0.9106,0.4695
280,26,0.2326,0.0909
26,285,0.1566,0.9583
285,26,0.1038,0.5034
26,291,0.7067,0.091
291,26,0.005,0.5981
26,295,0.7066,0.1202
295,26,0.1443,0.268
26,297,0.0493,0.7229
297,26,0.7799,0.7157
26,298,0.2963,0.2485
298,26,0.7987,0.6832
26,304,0.2223,0.0255
304,26,0.1907,0.2957
26,308,0.9544,0.69
308,26,0.9728,0.0075
26,313,0.083,0.8081
313,26,0.4024,0.2681
26,315,0.6983,0.6601
315,26,0.1026,0.4877
26,322,0.0384,0.3635
322,26,0.3029,0.754
26,323,0.674,0.2188
323,26,0.2612,0.0955
26,325,0.2684,0.0411
325,26,0.5515,0.5093
26,332,0.8179,0.1769
332,26,0.8478,0.3665
26,334,0.1779,0.154
334,26,0.7401,0.8407
27,54,0.3573,0.8282
54,27,0.8619,0.5448
27,119,0.7725,0.504
119,27,0.8002,0.5614
27,324,0.9253,0.852
324,27,0.8898,0.3106
27,329,0.8995,0.3991
329,27,0.9153,0.628
28,41,0.3403,0.7638
41,28,0.4421,0.1073
28,115,0.5722,0.3014
115,28,0.0244,0.777
28,116,0.7415,0.3296
116,28,0.2391,0.9562
28,140,0.3177,0.8674
140,28,0.0922,0.2476
28,144,0.4607,0.8619
144,28,0.6301,0.2651
28,149,0.2523,0.1329
149,28,0.3806,0.7981
28,151,0.4277,0.1073
151,28,0.2155,0.9412
28,226,0.738,0.3666
226,28,0.4199,0.4654
28,310,0.9656,0.4928
310,28,0.9473,0.7979
28,312,0.054,0.3331
312,28,0.4369,0.4688
28,326,0.9108,0.028
326,28,0.7262,0.2808
29,40,0.2047,0.6165
40,29,0.1161,0.6469
29,82,0.1687,0.6863
82,29,0.4013,0.5425
29,106,0.3577,0.8243
106,29,0.3084,0.5211
29,118,0.9398,0.1265
118,29,0.2464,0.5897
29,172,0.2807,0.5786
172,29,0.6455,0.3672
29,203,0.4605,0.105
203,29,0.9037,0.2159
29,211,0.4569,0.8858
211,29,0.8282,0.3064
29,231,0.7344,0.0418
231,29,0.492,0.0457
29,247,0.8112,0.9301
247,29,0.3321,0.336
29,252,0.1127,0.9128
252,29,0.2159,0.2654
29,338,0.5452,0.4457
338,29,0.5648,0.3809
30,48,0.0587,0.2166
48,30,0.5989,0.2936
30,56,0.753,0.5404
56,30,0.0059,0.7332
30,73,0.4703,0.1904
73,30,0.2572,0.4196
30,178,0.589,0.6418
178,30,0.0846,0.2306
30,188,0.1871,0.8377
188,30,0.2203,0.7575
30,200,0.4564,0.0175
200,30,0.7845,0.3044
30,213,0.7331,0.7588
213,30,0.1728,0.812
30,224,0.8898,0.8532
224,30,0.4937,0.2189
30,236,0.8146,0.2208
236,30,0.9221,0.8467
30,271,0.5848,0.9465
271,30,0.6967,0.5904
30,303,0.0371,0.3062
303,30,0.7396,0.5801
30,304,0.6242,0.7752
304,30,0.7506,0.2688
30,322,0.1938,0.8432
322,30,0.9206,0.8021
30,329,0.7278,0.615
329,30,0.0653,0.8004
30,331,0.6527,0.4041
331,30,0.352,0.296
31,51,0.7025,0.8072
51,31,0.9368,0.5214
31,67,0.3654,0.9896
67,31,0.5659,0.3853
31,83,0.3864,0.6598
83,31,0.4178,0.8629
31,84,0.0023,0.7291
84,31,0.4011,0.9566
31,109,0.2052,0.6196
109,31,0.779,0.9251
31,122,0.9774,0.4157
122,31,0.0192,0.7035
31,129,0.3464,0.0204
129,31,0.7931,0.8293
31,142,0.1558,0.7028
142,31,0.9952,0.3929
31,168,0.3504,0.1381
168,31,0.0066,0.8535
31,200,0.9007,0.6603
200,31,0.9765,0.2353
31,237,0.5697,0.4141
237,31,0.3293,0.4335
31,252,0.0793,0.6568
252,31,0.5688,0.0691
31,277,0.9309,0.7219
277,31,0.9018,0.5739
31,280,0.6941,0.7385
280,31,0.9405,0.7041
31,291,0.0438,0.1238
291,31,0.8751,0.1373
31,304,0.1341,0.6034
304,31,0.2207,0.2023
31,308,0.272,0.9311
308,31,0.9932,0.5935
31,338,0.2424,0.8748
338,31,0.3524,0.0139
31,339,0.4314,0.8436
339,31,0.9545,0.0572
32,93,0.654,0.2183
93,32,0.4554,0.2082
32,137,0.856,0.1121
137,32,0.9252,0.0714
32,167,0.2938,0.2523
167,32,0.1314,0.8517
32,310,0.9111,0.9874
310,32,0.5822,0.6324
32,337,0.5053,0.2408
337,32,0.7021,0.2849
33,42,0.9483,0.5865
42,33,0.3472,0.2213
34,173,0.3008,0.6049
173,34,0.3015,0.5419
34,348,0.1287,0.9215
348,34,0.7378,0.3208
34,414,0.3084,0.2628
414,34,0.8698,0.7709
34,428,0.2137,0.2029
428,34,0.5332,0.7331
35,143,0.3413,0.845
143,35,0.0644,0.5163
36,108,0.6389,0.4468
108,36,0.3792,0.5991
36,127,0.0894,0.8529
127,36,0.633,0.7754
36,135,0.2932,0.7957
135,36,0.4914,0.8641
36,184,0.3109,0.1821
184,36,0.5411,0.4745
36,197,0.7826,0.3017
197,36,0.9661,0.2687
36,251,0.5236,0.1645
251,36,0.4839,0.4836
36,281,0.0089,0.0497
281,36,0.9131,0.8662
36,284,0.9708,0.2697
284,36,0.376,0.7518
36,309,0.1361,0.1676
309,36,0.4239,0.9882
36,320,0.5651,0.1006
320,36,0.1756,0.7893
38,117,0.6971,0.1728
117,38,0.814,0.7081
38,141,0.1539,0.9409
141,38,0.688,0.7983
38,178,0.5806,0.3738
178,38,0.9785,0.7642
38,248,0.4148,0.0759
248,38,0.4646,0.9999
38,322,0.3028,0.0848
322,38,0.935,0.1736
38,332,0.4429,0.5332
332,38,0.136,0.2727
38,339,0.3646,0.5877
339,38,0.977,0.3951
39,69,0.0225,0.4212
69,39,0.8274,0.2393
39,105,0.6121,0.9242
105,39,0.4728,0.3909
39,119,0.3103,0.2642
119,39,0.3128,0.2299
39,121,0.0796,0.9567
121,39,0.7569,0.2881
39,141,0.8954,0.2289
141,39,0.3299,0.4602
39,161,0.1803,0.331
161,39,0.2809,0.4358
39,165,0.5982,0.2267
165,39,0.7349,0.6642
39,200,0.4174,0.5852
200,39,0.6501,0.5233
39,257,0.6844,0.3076
257,39,0.4552,0.3248
39,277,0.2974,0.8032
277,39,0.234,0.6568
39,280,0.8539,0.0359
280,39,0.4775,0.6286
39,313,0.6268,0.3804
313,39,0.9885,0.0283
40,56,0.6786,0.3971
56,40,0.5876,0.8238
40,67,0.1895,0.6191
67,40,0.6054,0.7953
40,72,0.6676,0.9484
72,40,0.4357,0.2285
40,77,0.5683,0.4707
77,40,0.173,0.3461
40,113,0.5451,0.4741
113,40,0.2379,0.1785
40,132,0.5483,0.9373
132,40,0.8811,0.9568
40,133,0.4049,0.1598
133,40,0.6758,0.4514
40,141,0.7789,0.8763
141,40,0.5297,0.3354
40,142,0.7685,0.3435
142,40,0.9439,0.6963
40,158,0.9742,0.2077
158,40,0.7583,0.2509
40,169,0.5731,0.0528
169,40,0.649,0.6976
40,172,0.7356,0.6619
172,40,0.8041,0.8257
40,199,0.0531,0.2125
199,40,0.9785,0.5939
40,200,0.6266,0.4126
200,40,0.7314,0.1855
40,203,0.9068,0.8244
203,40,0.2267,0.8158
40,212,0.076,0.645
212,40,0.5854,0.1834
40,213,0.6308,0.6964
213,40,0.5904,0.4593
40,224,0.8556,0.2481
224,40,0.7084,0.055
40,231,0.4976,0.035
231,40,0.1187,0.8895
40,232,0.6988,0.3226
232,40,0.3368,0.1048
40,239,0.8618,0.8313
239,40,0.4561,0.2446
40,257,0.3033,0.4161
257,40,0.788,0.1187
40,258,0.6063,0.5638
258,40,0.0993,0.517
40,265,0.88,0.5605
265,40,0.2426,0.2164
40,271,0.6128,0.1793
271,40,0.817,0.8259
40,272,0.6943,0.14
272,40,0.3596,0.8228
40,274,0.024,0.2224
274,40,0.2809,0.4035
40,277,0.8789,0.4456
277,40,0.2467,0.6628
40,280,0.1108,0.6546
280,40,0.6489,0.763
40,298,0.936,0.7274
298,40,0.5611,0.5462
40,304,0.545,0.2784
304,40,0.2217,0.4562
40,307,0.274,0.993
307,40,0.7984,0.9947
40,315,0.8873,0.9205
315,40,0.1963,0.9963
40,317,0.5961,0.5594
317,40,0.8875,0.0409
40,322,0.3149,0.4226
322,40,0.0069,0.7572
40,325,0.8661,0.9767
325,40,0.9091,0.7486
40,329,0.3318,0.0623
329,40,0.8489,0.7624
40,332,0.9664,0.0948
332,40,0.3469,0.4518
40,334,0.4675,0.0893
334,40,0.624,0.6543
41,44,0.2438,0.3779
44,41,0.3737,0.0815
41,93,0.8364,0.3161
93,41,0.1419,0.3265
41,111,0.0613,0.8635
111,41,0.2448,0.3194
41,115,0.1144,0.7881
115,41,0.9232,0.9315
41,116,0.1703,0.4075
116,41,0.9541,0.768
41,137,0.543,0.5352
137,41,0.5263,0.9465
41,140,0.5061,0.2384
140,41,0.5406,0.2757
41,144,0.257,0.9178
144,41,0.3471,0.2975
41,151,0.7327,0.5855
151,41,0.3389,0.9171
41,214,0.1046,0.6396
214,41,0.9882,0.3374
41,226,0.7082,0.8591
226,41,0.5918,0.0257
41,230,0.27,0.1283
230,41,0.4822,0.5064
41,243,0.8416,0.564
243,41,0.3716,0.8646
41,310,0.6362,0.1866
310,41,0.5765,0.9452
41,312,0.2584,0.7292
312,41,0.862,0.0598
41,326,0.541,0.2887
326,41,0.3936,0.7804
41,337,0.2761,0.7121
337,41,0.8586,0.5953
41,343,0.9048,0.6781
343,41,0.1147,0.1176
44,111,0.1482,0.1947
111,44,0.0096,0.4254
44,312,0.5625,0.5611
312,44,0.1921,0.38
44,343,0.7851,0.7457
343,44,0.8008,0.3813
45,67,0.6909,0.2913
67,45,0.0876,0.3229
45,104,0.2552,0.4721
104,45,0.4401,0.1489
45,122,0.8025,0.3729
122,45,0.093,0.6287
45,132,0.9871,0.56
132,45,0.5485,0.4822
45,142,0.1382,0.5929
142,45,0.1433,0.5577
45,186,0.2078,0.322
186,45,0.0011,0.3364
45,200,0.6152,0.0992
200,45,0.8509,0.6749
45,221,0.4603,0.0595
221,45,0.5204,0.0553
45,303,0.0377,0.4264
303,45,0.2735,0.1584
45,322,0.9952,0.4694
322,45,0.5987,0.4155
45,345,0.968,0.9373
345,45,0.7953,0.5941
46,143,0.4994,0.6648
143,46,0.5882,0.1402
46,175,0.1447,0.5911
175,46,0.6594,0.2128
46,177,0.3803,0.4381
177,46,0.8286,0.1776
46,278,0.5542,0.1221
278,46,0.97,0.1498
47,301,0.9115,0.0694
301,47,0.7484,0.176
48,53,0.1024,0.1713
53,48,0.0489,0.0416
48,54,0.2556,0.9574
54,48,0.981,0.751
48,57,0.2157,0.1441
57,48,0.3542,0.8782
48,73,0.5507,0.5341
73,48,0.5686,0.3283
48,80,0.2165,0.1833
80,48,0.8794,0.6235
48,88,0.386,0.4623
88,48,0.1935,0.7622
48,119,0.5024,0.7236
119,48,0.2707,0.9934
48,126,0.7636,0.2888
126,48,0.927,0.9867
48,130,0.6585,0.1252
130,48,0.1974,0.8591
48,180,0.3623,0.9306
180,48,0.2746,0.272
48,199,0.4152,0.3076
199,48,0.5399,0.5356
48,203,0.361,0.0848
203,48,0.9252,0.1421
48,271,0.7989,0.6642
271,48,0.5125,0.0274
